,Text,Class
791, ඉතිහාසයේ තිබුනා කාලිංගමාඝ ආක්‍රමණය එළාර ආක්‍රමණය වැනි යුගයන් එවැනි යුගයන් වල SriLanka වේ විසු සිංහල බහුතර මිනිසුන් නානා විධ දුක් කරදර වලට පත් වුවා අප වර්තමානයේ ගෙවන්නෙත් ද්‍රවිඩ හා මුස්ලිම් ආක්‍රමණිකයින්ට වහල් වූ දේශපාලකයින්ට යටත් වූ යුගයකයි කුමක් කරමුද අපට වීරයෙකු නොමැත,Neutral
792, තාරා දේවි ගාලු කොටුවේ කොරල් පරය තුල මා නොගිය තැනක් නැති තරම්  ඔය පිළිමය මාස ගණනක් ඔතන තිබනා ඔය පිළිමය ඔතනට ගෙනිහින් දැම්මේ ගාලු කොටුවේ කලා කෘති විකුණන කළා කරුවෙකු විසිනුයි  මම මේ පිළිමය දැකපු හැටියේම එය එය එතනට ,Neutral
793,දැන් සිංහල ජාතියට සංස්කෘතියක් කියල දෙයක් නෑ තියෙන්නේ සයජීවනේ විතරයි සිංහල ජාතිය විනාස කරන්න අනුබල දෙන තවත් මාධ්‍යයක් හිරු  හිරු කිව්වොත් තම්බි තමයි ,Racist
794,අර මුස්ලිම් කලබල කාලෙ තම්බිමරම්න කතා කරපු එවුන් දැම් පෝලිමට Fashionbug Nolimit වල Shoping කරනවා😹💥🔫  රට විකුණන ගොං බූරු හැත්ත😑👌 — feeling angry,Racist
795,  I know what you mean It usually goes like අපි මේ රට දියුණු කරන්න ඔනේ මහත්තයෝ මේවා අනාගත පරපුර වෙනුවෙන් රැක ගන්න ඔනේ ඔකට එකම විසඳුම තමයි ඔය තම්බි ටික එලවන්න ඔනේ Le me  දැට් එස්කැලේටඩ් ක්වික්ලි,Racist
796,ගම්පහ බණ්ඩාරනායකය නම් වූ මනරම් ශිල්ප ශාලාකාවේ සිප් හදාරා අද වන විට ලෝ නානා තැන්හි නානා තාන්න මාන්න දරන අපේම අයියලා මල්ලිලා එකට එකතුවෙලා සිදු කරන සංගීතමය පෙළහර යි සහෘද යාමය සහෘද යාමය  ජුනි මස  වන දින සවස  ,Neutral
797,අත්දැකීමක් අපට ජපානයේ ශිනගාවා නගරයෙදි ඉන්දියන් කොල්ලො දෙන්නෙක් හමු උනා උන්ගෙන් අපි ඇහුව කොහොමද කියල උන් තම්බි අපෙන් අහනව මුස්ලිම් ද කියල අපි කිව්ව තොපිට මේ බෞද්ධ දේශය හොන්ද වැඩයි පලයව් Middle east කියල ලංකාවේ මෙන් අවස්තාවාදීන්,Neutral
798, ඔහොම තමයි ගොඩක් උන් 😑,Neutral
799,වෙසක්‌ සඳ අතරින් දෝරෙ ගලන නරකාදියක්‌  රට පුරාම තරුණ පිරිස රැස්‌ කර මිටියාගොඩදී උමතු සාදයක්‌ ,Religion
800, අපි ඒතරම් පව් කාරයො ඒකයි😂😂😂✌,Neutral
801,මගේගැනදැනගන්න සමහර අය මට වඩා හොඳට දන්නවා එයාලගෙන් අහලා බලන්න ඕනෙ මමත්😂,Neutral
802,අන්තිමේට උන් ජෝඩු වෙලා අපි කූඩු වෙයි වගේ බ්‍රෝ 🤨🤨,Neutral
803,පාන්දර නැගිටලා වැඩට පලයංකෝ ඉතින් 😐😐😐  අනිත් රටවල උන් හිනාවෙයි හෙට අපිට,Neutral
804, කැම්පස් කාලෙ පිකට් යනවනෙ අයිසේපව් උන් එහෙම කියන්න එපා 😂,Neutral
805,කවුරු මොනා කිවුවත් පොඩ්ඩක් කියලා බලපන් පල්ලියක්ට කෝවිලකට අර ප්‍රොජෙක්ශන් දාන්න කියලා උන් කියයි අපි එච්චර මෝඩ නෑ කියලා,Religion
806,මටත් අනිත් උන්ට ඕනෑ විදියට ඉන්න තිබ්බා  උන් මට කන්න අදින්න දුන්නා නම් 😒,Neutral
807, පරණ ටුවිප්ස් ලා උබේ අහවල් තැන රිංගං කිව්වා,Neutral
808,  ඔව් ඔව් උන් අන්තිමයි,Neutral
809,චපල පිරිමින් ළඟ දැවුණු ගැහැණුන් චපල ගැහැණුන් ළඟ දැවුණු පිරිමින් ඔය දෙගොල්ලොම එක වගේ මේ ලෝකේ ඉන්නවා චපල නොවුනත් එක එක වි…,Neutral
810,කාලයක් අපි ආදරෙන් සිටි සොදුරු මතකය අරන් යන්නෙමි😢😢😢😞😞😑😑😑😑😔,Neutral
811,දන්සල් වදින්න යනකොට නාලා පිබගෙන  හු කියන උන් තමා ලබන ආත්මේ නරි වෙන්නේ,Neutral
812, ඔව් ඊට පස්සෙ ඒ යවපු උන්ම ඒකිගෙ ලයින් බලල අපි යවපු උන් අපිටම පෙන්නනව කියල ට්වීට්ත් දාන්ව ආයුබෝවන්ඩ 😂,Neutral
813,ඔයාගෙ වයස 👇 බලමු මේකෙ ඉන්න උන් වැඩියෙන් මොන වයස් පරතරේ ද කියල,Neutral
814,   ඒ රාස්සය සමහර වෙලාවට නරියෙක් හරියට හිපෝ සමහර වෙලාවට හාවෙක් වෙනව වගේ 🤓🤓🤓,Neutral
815,  අපි සිංහලෙන් Content Create කරනවා පුළුවන් තරම් සිංහල Web Applications හදනවා Crowd Sourcing කරන…,Neutral
817, ඔව් බන් ගොඩක් උන් ඒක දන්නෙ නෑබලහන්කො අපේ වගේ දේවල් උන් දන්න්වාද නෑඅපේ උන්ට ඒවා ඉසාරහට ගෙනියන්න බෑ,Neutral
818,පට්ට අසාවක් තියෙන්නේ Danasiri Amaratunga ලොක්කාගේ පරණ පික් එකක් අදින්න කණට ගහයිද ෆ්‍රේන්,Neutral
819,සැන්ඩිනැතුවඅරක්කුබොනඋන් බෙලිමල්බොන්නහකුරුඉල්ලනවා       👈👈👈ආයුබෝවන්ඩ😂😂😂😂😂,Neutral
820,සමහර ටෙලි නාට්‍ය වල වගේ දෙවෙනි ඉනිමෙත් මැරුණු රවී ආයේ එයිද දන්නේ නෑ නේ 😂😂 • SLTeleDramas,Neutral
821, එන්නං දවසක මං ආසම වාහනයක් දෙතුන්පාරක් ගිහිල්ලා තියනවා පදින්න ඉගනගන්න ආසයි පරණ එකක් අඩුවට අරන් හදලා ගන්නත් හිතක් තියනවා 🙊,Neutral
822, නෑ නෑ වොෂින් මැෂින් එකක් තියෙන බෝඩිමකට සෙට් උනා උන් කලින් අරන් 🙊,Neutral
823,බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො…,Religion
824, ටික කාලයක් යද්දි පවුලේ උන් වගේ ටිකක් සෙට් වෙයි 👌🏻,Neutral
825, මාත් ඔය සිංදුව කෙල්ලො දෙන්නෙකුට විතර යැව්වා උන් ඉන්න මිනිස්සු දාලා එන්න හැදුවා මං කියන්නේ අදහස අතෑරගන්න 😂😂,Neutral
826,  උන් මේ ලගදි එලියට දාපු තොගයක   සෑහෙන ලොකු අවුලක් තියෙන පාටයි 🤔,Neutral
827, අපායට වුනත් මුලින් යන්න ඕන කියනවනේ අයියේ අපේ උන් ඒක අනුගමනය කරනවා අකුරටම,Neutral
828,ලංකාවේ එකෙක් මෙහෙම කියන්න ගියොත්  ඇයි හු තොට මොකක්ද තියන    අමාරුව    පාර උබෙද   පාඩුවේ පලයන් පව් නොදී 😂😂😂😂 ,Neutral
829, හම්මෝ දැං ඇතිඕක නවත්තන්න  සමහර ඒවා ඇත්තටම වෙනවා😞,Neutral
830,අපායට යන්න පෝලිමේ ඉන්න ගමන් බං    ලංකාවේ උන් ඒකටත් පෝලිම පනිනවා කියහංකෝ,Neutral
831,ඔන්න ඔහොමයි අපේ උන් කෑලි උස්සන්නේ මගෙ ෆ්‍රෙන්ඩ් ලිස්ට් එකෙන් 💁‍♂️,Neutral
832, පව්  යකූ 😔,Neutral
833, වටේම කුඩු බෙදපු උන් අද 😂😂,Neutral
834,බකට් සහ වතුර තියන්නැ සෑමරු එදා වෙසක් ගැන රනිල්ගේ මතකය ගැන කතාකරයි ,Political
835,දෙවියනේ මෙහෙමත්  අමනවැඩ කරන උං ඉන්නවානේලංකාවෙ මේ වගෙ මෝඩයෝ නැති එක එක අතකින් ආඩම්බරයක් ,Neutral
836,බලං ඉදන් පොහොර දාන උන් නම් එමටයි 😂😂😂 පව් ඉතිං නේහ්,Neutral
837, ඇයි බන් උන් ජාතික වස්තු එක්ක සෙල්ලම් කරන්නෙ සල්ලි තිබුනා කියලා 😏😏😏,Neutral
838, රෑට උන් ඇතුලෙ😂,Neutral
839,  මට බෑනෙ බං ඕක කරන්න සමහර විට ඉල්ල ඉල්ල කාගන්නව,Neutral
840,අප අතරින් වියෝවූ ලෝකී තරුණ මහතාට සහ ගමෝරා මෙනවියට මොක් සුව පතමු ,Neutral
841, මහ ලොකු friendship  එකක් නැති උනත් උන් සුපිරිම කෙල්ලෝ මචං       …,Neutral
842, දන්සලෙන් හරි හයිලයිට් වෙන්න දඟලන උන්,Neutral
843,Officially පෝර්න් ඉන්ඩස්ට්‍රි එක පිස්සු විකාරයක් වෙලා ඉවරයි දැන් අපි ගොඩක් පරණ ආටිස්ට්ස්ලා නෙමේ ඒත් අපි එද්දි මේකෙ මොකක්…,Neutral
844, උන් මේ ඊයෙ ගොන් ආතල් එකක් දීලා තිබුනා 😡,Neutral
845, පව් තරු ටික 😂😂,Neutral
846, අනිවා ඒක නම් ඇත්ත Friendship එකට ඉන්න උන් නම් බොකු,Neutral
847, ඔයා මැද්දට පැන්නෙ නැත්තම් ලස්සන තරු ටික 😂,Neutral
848, ඒක නම් ඇත්ත බං උන් ගානට අපි වැටෙන්නෝනෙ නෑනේ 😏,Neutral
849,අප අතරින් වියෝවූ ලෝකී තරුණ මහතාට සහ ගමෝරා මෙනවියට මොක් සුව පතමු ,Religion
850, ඒමද නැත්තම් හායි සුදූ කිව්ව ගමන් දපනේ වැටෙයිද කියල බලමුකෝ 😂😂😂,Neutral
851, පව් දෙමලිච්චා 😂,Neutral
853,අපේ රටේ උන් වෙන හැම රෙද්දක්ම බුකියේ දාන්න දත කට බැදන් ඉන්නේ 😂,Neutral
854,බකට් සහ වතුර තියන්නැ සෑමරු එදා වෙසක් ගැන රනිල්ගේ මතකය ,Political
855,    අන්න නියම කොල්ලෙක් ඒකේ ඃඇංගිච්ච සමහර දේවල් තියෙනවා කියලා වැඩක් නෑ,Neutral
856,ඊයෙ ice cream දන්සලකට ගියා   ඒවෙලාවෙ උන් දාල තිබ්බෙ සින්දුව Enrique ගෙ TonightIm loving you🙈🙈🙈  කෝ උත්තො මුන්ගෙ හැ…,Neutral
857, දැකලා නැත්තම් බලා ගනින් ලලක්කා🙈👌💦  CommentඑකේLinkඑක📲👇,Neutral
858,Free වෙලාවට විතරයි මාව මතක් වෙන්නෙ ඊට පස්සෙ reply late උනොත් කියනව අහ් දැන් ලොකු ලියින් අපේ මැසේජ් වලට රිප්ලයි නෑ කියල…,Neutral
859, මාත් කාලයක් තිස්සෙ මිරිගුවක් පස්සෙ ගියාතමන්ට ලැබෙන්නෙ නැති දේවල් වෙනුවෙන් කාලය අපත යවලා වැඩක් නැතමන්ට ග…,Neutral
860,  anonymous ලට අපහස කරන්න එපා බන් උන් ඒම නැ උන් දැන් වයිට් හැකර්ස්ල 😒,Neutral
861, කෙමිකල් නම් ඉතින් හැම එකේම තියෙනවා සමහර විට over dosage වගේ මොනවා හරි උනාද දන්නේ නෑ,Neutral
862,MPL ගැහුවා හෙන කාලෙකින් අවුවෙ හිටියෙ න් දෙකක් පරාදයි ඉතිරි එක ගැහුව හයස්ට් ස්කෝර් ෆයිනල් උන් ගැහුවෙත් ,Neutral
863,පරණ බඩු වලට බේසම් ටික එකතු කර ගන්න ඕනී  කෝ මල්ලිලා ගාන්න බලන්න බේසම් ටික පෝලිමේ,Neutral
864,මතකය නැති කරන ක්‍රමයක් සොයමින් පවතියි😕,Neutral
865,එපා යකෝ බොරුවට ආදරේ කරලා උං ගියාම මැරෙන්න හිතෙනවා ,Neutral
866, පාස් නැති උන් එක්ක මොන විද්‍යාත්මක ඇමති සංශෝදනද සිරිපාල මාමේ,Neutral
867,අැති යන්තම් බත් ටිකක් කෑවා නැත්තම් කොත්තුමී කාලම දිවි තුරන් වෙනවා 😋,Neutral
868,ගුදම් ගනන් වදන් දෙන නලුවන් දෙස සානුකම්පිතව වේදිකාවේ කොනට වී බලා සිටිමි  යටි සිත  තව රගන්නතව රගන්න👏,Neutral
869,පරණ කෙල්ල මෙහෙම Massage එකක් දැම්මොත් මොකද කරන්නේ 🤔🤔 ,Neutral
870,  සමහර උන්දැලා දෙන ටෝක්ස්වල හැටියට ඔළුවෙන් රැස් නෙමේ අං තට්ටුවක් මෝදුවීගෙන එන බවක් පේනවා,Neutral
871,Officially Music Industry එක පිස්සු විකාරයක් වෙලා ඉවරයි දැන් අපි ගොඩක් පරණ artist ල නෙමේ ඒත් අපි එද්දි මේකෙ මොකක්දෝ වෙන කිසි…,Neutral
872,Officially පෝර්න් ඉන්ඩස්ට්‍රි එක පිස්සු විකාරයක් වෙලා ඉවරයි දැන් අපි ගොඩක් පරණ ආටිස්ට්ස්ලා නෙමේ ඒත් අපි එද්දි මේකෙ මොකක්දෝ වෙන කිසිම ඉන්ඩස්ට්‍රි එකක නැති ආතල් එකක් වෙනසක් තිබ්බා ඒත් දැන් ඒක නෑ ජොනී සීන්ලා නෝටි ඇමරිකා වගේ ඒව ලොකු ප්‍රශ්නයක්  රොකෝ සිෆෙර්දි  දී,Neutral
873,Officially Music Industry එක පිස්සු විකාරයක් වෙලා ඉවරයි දැන් අපි ගොඩක් පරණ artist ල නෙමේ ඒත් අපි එද්දි මේකෙ මොකක්දෝ වෙන කිසිම industry එකක නැති ආතල් එකක් වෙනසක් තිබ්බා  ඒත් දැන් ඒක නෑ මේ අලුත් උන්ගේ ලොන්ත Music Video ට්‍රෙන්ඩ් වෙන එක ලොකු ප්‍රශ්නයක්  ඉරාජ් වීරරත්න  දී,Neutral
874,හිරුත් එකයි උන්ගෙ ගොන් තකතීරු වැඩත් එකයි නැත්තම් මොළයක් තියෙන එකෙක් රුවන්වැලිසෑයෙන් ඔහොම ආතල් ගන්නවද අපේ හාමුදුරුවන්ටත් නිකන් ටීවි එකේ මුණ දාගන්න දෙනවා කිව්වම ඕනෙ ලබ්බකට හා කියනවා ඕවා බලන උන්ට ගහන්න ඕනෙ අර හිටංගෙ මඩු වලිගෙන් හිරුනම්සල්ලිතමයි fb,Religion
875,  අපි සිංහලෙන් Content Create කරනවා පුළුවන් තරම් සිංහල Web Applications හදනවා Crowd Sourcing කරනවා මේ හැම ගැම්ම අපේ සිංහල ජාතියෙ ඉපදිච්ච ඕනෙ එකෙක් ගාව තියෙනවා ඒක අවදි කරන්න සමහර දෙමවුපියො ඉඩ දෙන්නෑ තමා,Neutral
876,වෙසක් බලන්න යනවානම් පව් නොදි දෙයියනේ කියලා වටෙපිටෙ ඉන්න මිනිසුන්ට වද නොදි පාඩුවෙ වෙසක් බලාගෙන දන්සල් වන්දනාමාන කරගෙන ගෙවල් වලට යන්න අප්පා   මොන කරදරයක්ද මේ පාරෙ බැහැලා යන්න නැ,Neutral
877,අනේ අපේ කොල්ලන්ගෙ සමහර ෆෝන් වලට Oreo අප්ඩේට් එක ඇවිල්ලා පුදුම සන්තෝසයක් ඉතින් දෙයියනේ 😂  අන්න අරහෙ Android P Peppermint ඩිවලොපර් ප්‍රිවීව් දාලා දැන් සෑහෙන කාලයක් ඒයි 😂😂😂,Neutral
878,  මිනිස්සු ඉන්නවා මගේ අම්ම නර්ස් කෙනෙක් ඉස්සර සෙන් මයිකල් කියලා නර්සින්ග් හෝම් එකක වැඩ කලේ විශ්වාස කරන්න එක අම්මෙක් එයාගෙ බබ අංගවිකලයි කියලා හුස්ම හිරකරලා  මැරුවාලු කිරිදෙන්න ලගට දුන්නම සමහර අම්මලා එහෙමයි,Neutral
879, ඔව් බන් සමහරු ඉන්නවා ඉගෙන ගන්න ආස එවුන් උන් ලොකු ලයින් දෙන්නෙ නැතුව ඉගෙන ගන්නවා සමහරු ඉන්නවා පඩ ශෝ දෙනවාඊට පස්සෙ ලොකු වැඩක් දුන්නාම එක එකාට බැන බැන ඉන්නවා,Neutral
880,බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො වගෙ නහයවල් උස්සගෙන අනුන්ගෙ කුණු හොයන්න ඕනම කියල එකක් නෑ 🐽  අනුන්ගෙ කළුගල් වලට බෝර දාන්න කලින් තනියම බ්ලොග් ගලක්වත් හදාගත්තනම් බං ඇත්තටම​ වටිනවා 😁  ජය​  🖤,Religion
881,උපුටාගැනීමක්  By Doctor Ruwan M Jayatunge   ස්ටොක්හෝම් සින්ඩ්‍රෝමය යනු කුමක්ද     සමහර විට නවක වදයට ලක්වූ වින්දිතයන්  නවක වදය කෙරෙහි මෙන් ම තමන්ව වධයට පත් කල වධකයන් කෙරෙහි ආශක්තවීම මෙන්ම නවක වදය ,Neutral
882,වෙලාවකට හිතෙනව ඇයි පොඩි එවුන් ඉපදෙන්නෙ උන් ලොකු වෙලාම එකපාරට ඉපදෙන්නැතුව කියල  ඒත් තව වෙලාවකට හිතෙනව පොඩි එකෙක් උනානම් ඉවරයි එ⁣තකොට හැමෝම ආදරෙයිනේ කියල,Neutral
883,අපේ ගවල් ලග ඩොක්ටර්  කෙනෙක් ඉන්නවා මිනිහා කිරි හරක් ඇතිකරනවාඊයේ රෑ ගෙට්ටුවවේ ඉබ්බා කඩලා එළදෙනව මොකෙක් හරි එකෙක් උස්සලා😞😞😞පව් ඌ අසරණ සතා,Neutral
884,  ඔව් ඒත් එහෙම ඉන්න බෑනේ බන්අපිට නොදැනිම කවුරු හරි හිතට එනවා ඒක නවත්තන්න බෑමේ ටුවිටරේ ගොඩක් අදර කතා ඇති බන්පෙන්නන්නේ හිනා වෙලා ඉන්වා කියලා සිරාවටම දුකින් ඉන්නේ උන් අමතක  කරලා කාලෙට ඉඩ දෙනවා,Neutral
885,  කොල කෑල්ලක ලියලා දුන්නත් මගේ නම වරද්දලා ලියන එකේ තාම එහෙමයි කියල අවුලක් නෑඒ තරම යුනික් නේම් එකක්  බ්ල්ඩ් එකක් හරි යුරීන් එකක් හරි දෙනකොට විතරයි නර්ස් නංගිට අකුරෙන් අකුර නම කියන්නේ  නැත්තම් ඕන නම්ක් ලියාගනිය කියලා පැත්තකට වෙලා ඉන්නව 😂😂😝,Neutral
886, මහ ලොකු friendship  එකක් නැති උනත් උන් සුපිරිම කෙල්ලෝ මචං            තව අය ගොඩාක් ඉන්නවා ඒ අය හම්බෙලා වැඩි කාලයක් නෑ ඒත් අද වෙනකන් වචනෙකින් හිත රිඩවල නෑ,Neutral
887,ඉතිහාසයේ ආදරේ පුරාවෘත්තය  දැවී හලු වී ගියාවේ අවැසිනම් අතීතයේ සිනා සිසිලස මතක සුලඟවිත් දුර ඈත ගෙන ගියාවේ නුඹම උරුම කල  රිදුණු මතකය උවත් මට ඇතී   මට ඇතී  හදෙහි අඳුරු මුල්ලක ජීවිතේ තිබුනාවේ ජීවිතේ  මට ඒ ඇතී  ජීවිතේ  ,Neutral
888, මට උෳ ගහනව ඌ මට ගහනව අන්තිමේදී බලනකොට මටම ගහල වගේ වැඩක් වෙලා තියෙන්නේ  අම්මප වෙලාවකට හිතෙනව හොරා කෑවත් හිටපු පව්ල් සංස්ථාව හොදයි උන් කුණු අයින් කරල පාරවල් පිරිසිදුව තියා ගත්ත මුන්ට ඒකවත් කරගන්න බෑ අඩු තරමේ නුල් සුත්තර රනිල්ගේ  ගේම් එක   ,Neutral
889, පහන් එළියෙනුයි හඳ එලියෙනුයි යන්තම් එළිය වැටුන සෑ රාජයෙක් ගාව එන හැඟීම මම නම් හිතන්නේ නෑ මෙතන ගන්න පුලුවන් වෙයි කියලා  මෙදා රුවන්වැලි මහා සෑයේදී ආච්චිඅම්මෙක්ට ආපු හැඟීම බර්ජ් කලීෆා එකේ ලයිට් පත්තු කරපු දවසට එන හැඟීමයි සෑහෙන්න සමානයි  සමහර දේවල් වල අගය තීන්නේ ඒකඒ විදියටම තියෙද්දී,Religion
890,යම් කිසි සබ්ජෙක්ට් එකකට ඒ නම දාලා තියෙන්නෙ ඇයි කියන එකවත් හාංකවිසියක් නොදැන ඉඳලා අවුරුද්දක් ගිය තැන ඒකෙ එසයින්මන්ට් දෙනකොට අම්මට හුඩු මේකයි එහෙනන් මේකට මේ නම කියන්නෙ කියලා සත්‍යාවබෝධය කරගන්න ජාතියෙ උන් අපි 😂😂  මදැයි මෙහෙමවත් ඉන්නවා  උස්සපුඑකක්,Neutral
892, ඒ නම් ඔයත් එක්ක මොකක් හරි ඇරියස් එකක් කවර් කරනව ඇති සමහර විට කියන කරන දේ දිරවන්නෙ නැති උනාමත් ඔහොමනෙ ඒ අයගෙන් නම් ඒ හැටි හානියක් නෑ  මොකෝ මූනටම තියන නෝක්කාඩුව පෙන්නනවනෙ,Neutral
893,අහක යන නයි රෙද්ද අස්සෙ  via ,Neutral
894,කොළඹ වරාය නගරය ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි ,Neutral
895,    දුක් වෙන්න එපා ඔයා රටටම ආදර්ශයක් තාත්තේ ඔයාට කවද හරි හරියනවා,Neutral
896, එක ලෙඩක් නෙවෙයිනේ ඉතින් බෙහෙත් ගොඩයි,Neutral
897, ම්ම්ම්මට මතකයි 😊,Neutral
898, දී කොළඹ වරාය නගරය දිස්වන අයුරු ,Neutral
899,එදානම් දරුව හදන්න සල්ලි නෑ කියල රාජිත කිවුවේ😤🤮 අද දරුවට ජාතකේ කියාගෙන තාත්තල ගොඩයි🤬🖕 sabaremedicalfaculty,Neutral
900,  අපිට නම් තවමත් මතකයි,Neutral
901,BBC News සිංහල  කොළඹ වරාය නගරය ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි ,Neutral
902,කොළඹ වරාය නගරය සයුර ගොඩකිරීම අවසන් කරයි  ,Neutral
903,නාමල් විමල් හා ශෂී CID යට ,Political
904,ජනාධිපති ඝාතන කුමන්ත්‍රණය  විමල්  ශෂී CIDයට කැඳවයි  ,Political
905, සතියක් නොගහා ඉන්න එතකොට ඔය අත යට වෙන එකක් නෑ 😂😂😂,Neutral
906,හැමදාම අත රිදෙනව මේ අත යට කරන් නිදියල ශිට්,Neutral
907, බිත්තර ආප්ප ගොඩයි මොකක්ද හරි එක,Neutral
908,ගොඩකර අවසන් කල වරාය නගරය ,Neutral
909,පසුගිය ආණ්ඩුව වරාය නගරය ලෙස නම් කළ පෝට් සිටි ව්‍යාපෘතිය වත්මන් ආණ්ඩුව නම් කර ඇත්තේ මූල්‍ය නගරය ලෙසය ,Neutral
910,   වැලිකඩත් හොඳටම මතකයි,Neutral
911, මං වැහි පීල්ලක් යට තියලා ඇවිල්ලා තියෙන්නේ හුකෑස් වෙලා ගිහිං බඩු හොයා ගන්න වත් නෑ 😭,Neutral
912,කොළඹ වරාය නගරය ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි ,Neutral
913,කොළඹ වරාය නගරය හැදුනාම මෙන්න මෙහෙමයි ,Neutral
914,  ඔව් 😂😂😂 සිස්සත්තෙ ලියනව ඒ කාලෙ,Neutral
915,නිලධාරීවාදයට යට වූ රාජ්‍ය නිලධාරීන් රටේ සංවර්ධනය අඩාල කරනවා  ,Neutral
916,කොළඹ වරාය නගරය ගොඩ කර අවසන්  lka PortCity Colombo Newsst ,Neutral
917,මූල්‍ය නගරය බවට පත්වූ වරාය නගරය දෙවන පියවරට සුදානම්  කියවන්න  ,Neutral
918,ජනපති ඝාතන කුමන්ත්‍රණය පිලිබදව ප්‍රශ්ණ කිරීමට විමල් – ශෂි – නාමල් CIDයට කැදවයි ,Political
919,වාරාය නගරය එපා කියලා මැරෙන්න හදපු සෙවල අගමැටියා දැන් දෙන ටෝක් බලහන්කො නොදකින්,Neutral
920,අනිත් අයගේ Call හොරෙන් අහමු  via ,Neutral
921,මාතර අහස යට ,Neutral
922,  ගැනිට මතකයි තමයි එයාල බලන්නෙ ඉතින් එයාලට මොනාද ලැබෙන්නෙ කියලනේ,Neutral
923,  අපේ ගැනිට මතකයිෆෝන් එකට පිං සිද්ද වෙන්න මටත් ඔය එක දවසක්වත් අමතක නැ,Neutral
924,වරාය නගරය සදහා වැලි පිරවීම අද අවසන්,Neutral
925, හී අපිට මතකයි ස්ලැස් අයියාවත් එඒකාලේ,Neutral
926,  පජාතො නෙමෙයි පජෙජාතො ඒකෙ තේරුම බබළවනවා කියන එක,Neutral
927,ප්‍රභූ ඝාතන සැලැස්ම සම්බන්ධව නාමල් විමල් සහ ශෂි CIDයට ,Political
928, කවද නවතීවිද මේව😂,Neutral
929,   අයියා බලලම කියන්න අපි අහක බලාගෙන යන්නම්,Neutral
930,කවද අහන්ඩ වෙයිද මෙව්ව 😂 ,Neutral
931, මට මතකයි ඉස්සර මල්ලි ඒ අක්කා හොදයි තඩි උනාට එයා අහිංසකයි කියල මාව කරේ එල්ලන්න ගිය හැටි,Neutral
932,ගොඩකර අවසන් වන වරාය නගරය  ,Neutral
933, අඩි දෙකක් යට හිටියේ දැන් පොලව මට්ටමට ආවා 😂,Neutral
934, මතකයි නේ 🤔🤔🤔,Neutral
935,ඉස්සර දහම් පාසලේ ගුණධර්ම කියලා දුන්නු ගුරුවරු දැන් දැක්කම අහක බලාගෙන යන්නේ හරියට අපි එයාලට ගුණධර්ම ඉගැන්නුවේ නැහැ වගේ 🤓,Religion
936, මුලින්ම Pinned tweet එක කියවපන් මිනිස්සු හැමදාම එකම විදිහට ඉන්නෑ බං උඹල හිටිය විදිහත් මතකයි D,Neutral
937,අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි ,Neutral
938, මතකයි නේහ්  🙊,Neutral
939, දැන් නම් ගොඩයි,Neutral
940,අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි ,Neutral
941, ඕක කියන්නෙ යට සාය පේන එකට,Neutral
942, කාසමක් ඇදලා නෑ අහක බලන්න,Neutral
943, පොඩ්ඩක් හිටපන් අපි නංගිගෙන් අහමු  අයියාගේ පොඩි කාලේ ඉදලා දැන් වෙනකන් ෆොටෝ ටිකක් ට්ව්ට් කරන් යන්න,Neutral
944,මන්දාරම් අහස යට – විසි හය වන කොටස ,Neutral
945,අහක යන නයි රෙද්ද අස්සේ දමා ගැනීම දැක බලා ගන්න හිතවතුනි 😜😜😆😆😄😄😂😂 ,Neutral
946,දෙලුම් අමුණු ගොම හානිකල මයික් මහින්දගෙ ගිනුමෙන් ගෙවා සිද්ධිය ‍යට ගැසීමේ වෑයමක,Neutral
947,  වැස්සියෙක් යට ඉදගන්ඩ 😂😂,Neutral
948,මේ දැන්  Ella Town Sri Lanka ඇල්ල නගරය හිදී ඡායාරූපයක් පළ කරන ලදී ,Neutral
949,වැස්සක් හීගතුවක් කුඩයක්  යට මේ තරම් ආදරයක්  ඔය පපුවට තුරුළු වෙනකොට දැනුනා මට හීගතුව පරදන ආදරණීයම උණුහුමක්  මාව නොතෙමී නුඹ තෙමෙනෙකොට උණුහුම ඕනම නුඹටයි  උණුහුමට එහා ගිය ආදරයක සිසිලසට තුරුළු වෙන්නට නුඹ උණුසුම් කලේ මාවයි   ශා ,Neutral
