,Id,Text,Post_category,Text_cleaned
261,261.0,ගොඩක් හොඳයි.,Opinion,ගොඩක් හොදයි
262,262.0,නොසැළිකිලිමත්කමේ උපරිමයටම ගිය දෙමවුපියෝ.,Opinion,නොසැලිකිලිමත්කමේ උපරිමයටම ගිය දෙමවුපියෝ
263,263.0,ඒ ළමයට ඔවැනි දෙමවුපියන් ලැබෙන්න ඇත්තේ ළමයගේ පවකට වෙන්න ඇති.,Opinion,එ ලමයට ඔවැනි දෙමවුපියන් ලැබෙන්න ඇත්තේ ලමයගේ පවකට වෙන්න ඇති
264,264.0,වාහන ඇතුළෙත් ළමා දූෂණ වෙන මේ කාලයේ රියැදුරාගේ ක්‍රියාව අගය කළ යුතුයි.,Opinion,වාහන ඇතුලෙත් ලමා දූෂන වෙන මේ කාලයේ රියැදුරාගේ ක්‍රියාව අගය කල යුතුයි
265,265.0,මොන නාඩගමක් නැටුවත් තමන්ගේ දරුවො අමතක වෙනවද?,Opinion,මොන නාඩගමක් නැටුවත් තමන්ගේ දරුවො අමතක වෙනවද
266,266.0,මේ ඇත්තටම දෙමවුපියොද?,Opinion,මේ ඇත්තටම දෙමවුපියොද
267,267.0,ඒ අම්මයි තාත්තයි කොයිතරම් නම් උතුම්ද?,Opinion,එ අම්මයි තාත්තයි කොයිතරම් නම් උතුම්ද
268,268.0,නින්දට යනකොටත් තමන්ගේ දරුවා නැති අඩුව නොදැනුනානම්.................. මට අදහාගන්නත් බෑ,Opinion,නින්දට යනකොටත් තමන්ගේ දරුවා නැති අඩුව නොදැනුනානම් මට අදහාගන්නත් බෑ
269,269.0,පුදුම දෙමව්පියෝ....!,Opinion,පුදුම දෙමව්පියෝ
270,270.0,මෙහෙම දෙමව්පියනුත් ඉන්නවද ?,Opinion,මෙහෙම දෙමව්පියනුත් ඉන්නවද 
271,271.0,දැන් ඉන්න දෙමාපියන්ට තමන්ගේ දරුවන් අමතක වෙන හැඩයි,Opinion,දැන් ඉන්න දෙමාපියන්ට තමන්ගේ දරුවන් අමතක වෙන හැඩයි
272,272.0,දෙමව්පියන්ට තරු පෙන්නේ අර මනුස්සය වාහනේ පිරිසිදු කරන්න නොගියානම්.හුස්ම ගන්න බැරිව මොනවා හරි වෙලා උදේ වෙනකොට එහෙනම්...,Opinion,දෙමව්පියන්ට තරු පෙන්නේ අර මනුස්සය වාහනේ පිරිසිදු කරන්න නොගියානම්හුස්ම ගන්න බැරිව මොනවා හරි වෙලා උදේ වෙනකොට එහෙනම්
273,273.0,ඔයා එහෙම විතරක් හිතන්න එපා නිස්සංක . ඒ වෑන් රියදුරා සිටියේ එම දරුවාගේ වාසනාවට කියන එක ඔයාට හිතුනේ නැද්ද . මම හිතන්නේ ඔහු හොද රියදුරෙක් පමණක් නොව සැබෑම පියෙක් කියලයි,Opinion,ඔයා එහෙම විතරක් හිතන්න එපා නිස්සංක  එ වෑන් රියදුරා සිටියේ එම දරුවාගේ වාසනාවට කියන එක ඔයාට හිතුනේ නැද්ද  මම හිතන්නේ ඔහු හොද රියදුරෙක් පමනක් නොව සැබෑම පියෙක් කියලයි
274,274.0,රියදුරු මහත්මයගේ ක්‍රියාව ඉතාම උතුම් . තමන් වැරදි නැත්නම් පොලීසියට බය වෙන්න දෙයක් නෑනේ,Opinion,රියදුරු මහත්මයගේ ක්‍රියාව ඉතාම උතුම්  තමන් වැරදි නැත්නම් පොලීසියට බය වෙන්න දෙයක් නෑනේ
275,275.0,මෙහෙමත් දෙමවුපියෝ,Opinion,මෙහෙමත් දෙමවුපියෝ
276,276.0,ඔන්න දෙමවුපියෝ,Opinion,ඔන්න දෙමවුපියෝ
277,277.0,අයියෝ මෙවන් දෙමව්පියන්,Opinion,අයියෝ මෙවන් දෙමව්පියන්
278,278.0,මේවට නම් ඉතින් කියන්න වෙන්නේ දෙයියෝ සාක්කි කියලා තමයි.,Opinion,මේවට නම් ඉතින් කියන්න වෙන්නේ දෙයියෝ සාක්කි කියලා තමයි
279,279.0,මෙන්න මිනිස්සු,Opinion,මෙන්න මිනිස්සු
280,280.0,හොද වැඩක්,Opinion,හොද වැඩක්
281,281.0,අපේ නමස්කාරය ඔබට!,Opinion,අපේ නමස්කාරය ඔබට
282,282.0,මහත්තයා නරුනත් නාමය අමරණීයයි,Opinion,මහත්තයා නරුනත් නාමය අමරනීයයි
283,283.0,සරදියෙල් මංකොල්ල කෑවේ සුද්දන්ගේ සල්ලි. සරදියෙල්වත් සමරනවානම් හොදයි,Opinion,සරදියෙල් මංකොල්ල කෑවේ සුද්දන්ගේ සල්ලි සරදියෙල්වත් සමරනවානම් හොදයි
284,284.0,මිය ගිය පොලිස් නිලධාරියා සදා අමරනීයයි,Opinion,මිය ගිය පොලිස් නිලධාරියා සදා අමරනීයයි
285,285.0,රාලහාමි ඔබට නිවන් සුව,Opinion,රාලහාමි ඔබට නිවන් සුව
286,286.0,පොලිස් සේවයට ඔබ ආදර්ශයක්,Opinion,පොලිස් සේවයට ඔබ අදර්ෂයක්
287,287.0,සදා අනුස්මරණීයයි.,Opinion,සදා අනුස්මරනීයයි
288,288.0,සරදියෙල් කියන්නේ සුද්දට විරුද්දව සටන් කරපු කෙනෙක්. සුද්දා වෙනුවෙන් ක්‍රියාත්මක වුණ පොලිසිය අපට අපේ රටේ පොලිසිය කියලා පිළිගන්න බැහැ. අපි අලුත් පොලිස් දිනයක් සැමරිය යුතුයි.,Opinion,සරදියෙල් කියන්නේ සුද්දට විරුද්දව සටන් කරපු කෙනෙක් සුද්දා වෙනුවෙන් ක්‍රියාත්මක වුන පොලිසිය අපට අපේ රටේ පොලිසිය කියලා පිලිගන්න බැහැ අපි අලුත් පොලිස් දිනයක් සැමරිය යුතුයි
289,289.0,ඉතාමත් වැදගත් වැඩක්,Opinion,ඉතාමත් වැදගත් වැඩක්
290,290.0,සියළුම පොලිස් නිළ දරුවන්ට අපගේ ප්‍රණාමය!,Opinion,සියලුම පොලිස් නිල දරුවන්ට අපගේ ප්‍රනාමය
291,291.0,සරදියෙල් කියන්නේ සිංහලයෙක්.,Opinion,සරදියෙල් කියන්නේ සිංහලයෙක්
292,292.0,ඔබ පොලිස් දෙපාර්ත මේන්තුවට ආදර්ශයක්,Opinion,ඔබ පොලිස් දෙපාර්ත මේන්තුවට අදර්ෂයක්
293,293.0,ලාංකිකයකු ලෙස මම් මලේ මරික්කාර් හා දීකිරි කෑවගේ සරදියෙල් මගේ ජාතික විරුවන්ය.,Opinion,ලාංකිකයකු ලෙස මම් මලේ මරික්කාර් හා දීකිරි කෑවගේ සරදියෙල් මගේ ජාතික විරුවන්ය
294,294.0,ලංකාවේ කාන්තා පොලිස් කොස්තාපල් වරියන් දැක්කම හිනා යනවා. කෙලින් හිට ගන්න පන නැහැ වගේ.,Opinion,ලංකාවේ කාන්තා පොලිස් කොස්තාපල් වරියන් දැක්කම හිනා යනවා කෙලින් හිට ගන්න පන නැහැ වගේ
295,295.0,මෙහි මරුමුවට පත් පොලිස් නිලධාරියා මුස්ලිම් ජාතිකයෙක්. මුස්ලිම්වරයකු වශයෙන් ඔහු කළ සේවය ශ්‍රී ලාංකිකයන් වශයෙන් මහත් ආඩම්බරයකි.,Opinion,මෙහි මරුමුවට පත් පොලිස් නිලධාරියා මුස්ලිම් ජාතිකයෙක් මුස්ලිම්වරයකු වෂයෙන් ඔහු කල සේවය ෂ්‍රී ලාංකිකයන් වෂයෙන් මහත් අඩම්බරයකි
296,296.0,සමරන්න ඕනා එක නෙවෙයි සමරන්නේ.,Opinion,සමරන්න ඔනා එක නෙවෙයි සමරන්නේ
297,297.0,ඒ කාලෙත් ඉ්සසරහට ගිහින් තියෙන්නේ හලාල් කරපු කෙනෙක්.,Opinion,එ කාලෙත් ඉ්සසරහට ගිහින් තියෙන්නේ හලාල් කරපු කෙනෙක්
298,298.0,බලන්නකෝ අපේ පොලිස් කාන්තාවන්. අනේ ඉතින් මේ අපේ පොලිසියනේ...,Opinion,බලන්නකෝ අපේ පොලිස් කාන්තාවන් අනේ ඉතින් මේ අපේ පොලිසියනේ
299,299.0,නිවන් සුව ඔබට,Opinion,නිවන් සුව ඔබට
300,300.0,සුද්දෝ වෙනුවෙන් මැරෙන්න ගිය කෙනෙක්ව ඇයි සමරන්නේ. මේක කව්රුහරි ගොඨාභය මහත්තයට පෙන්නුව නම් එයා වෙනසක් කරයි.,Opinion,සුද්දෝ වෙනුවෙන් මැරෙන්න ගිය කෙනෙක්ව ඇයි සමරන්නේ මේක කව්රුහරි ගොටාබය මහත්තයට පෙන්නුව නම් එයා වෙනසක් කරයි
301,301.0,30 අවුරැද්දක් පුරා රට වෙනුවෙන් දිවි පිදූ පොලිස් නිලධාරීන් අද අමතකද?,Opinion, අවුරැද්දක් පුරා රට වෙනුවෙන් දිවි පිදූ පොලිස් නිලධාරීන් අද අමතකද
302,302.0,ජනපතිතුමාගේ තවත් හොද වැඩක්.,Opinion,ජනපතිතුමාගේ තවත් හොද වැඩක්
303,303.0,ගොවියට මේ ගමන අවුරුදු නැතිවුණත් ණය බරින් මදක් හෝ නිදහස් වීමට මේ කළ උපකාරය බොහෝ වටිනවා.,Opinion,ගොවියට මේ ගමන අවුරුදු නැතිවුනත් නය බරින් මදක් හෝ නිදහස් වීමට මේ කල උපකාරය බොහෝ වටිනවා
304,304.0,කීයකට හරි විකුණන එකනම් වටිනවා,Opinion,කීයකට හරි විකුනන එකනම් වටිනවා
305,305.0,මේක තාවකාලික පැලැස්තරයක් නේද?,Opinion,මේක තාවකාලික පැලැස්තරයක් නේද
306,306.0,අපේ ගොවියො තවමත් මට්ටු වෙලා නැහැ.,Opinion,අපේ ගොවියො තවමත් මට්ටු වෙලා නැහැ
307,307.0,ඒ අසරණ ජනතාව තවත් අසරණ නොකර මේ කල වැඩේ හොදයි,Opinion,එ අසරන ජනතාව තවත් අසරන නොකර මේ කල වැඩේ හොදයි
308,308.0,හැමදේකටම අද ජනාධිපතිතුමාට මැදිහත්වෙලා ප්‍රශ්න විසදන්න වෙලා. රජයේ මුදල් කෝටි ගානක් වියදමි කරලා අමාත්‍යංශ පවත්වාගෙන යාම විහිළුවක්.,Opinion,හැමදේකටම අද ජනාධිපතිතුමාට මැදිහත්වෙලා ප්‍රෂ්න විසදන්න වෙලා රජයේ මුදල් කෝටි ගානක් වියදමි කරලා අමාත්‍යංෂ පවත්වාගෙන යාම විහිලුවක්
309,309.0,මේ වැඩපිලිවෙල දිගටම කරගෙන යනවා නමි හොදයි.,Opinion,මේ වැඩපිලිවෙල දිගටම කරගෙන යනවා නමි හොදයි
310,310.0,ෙම් වැඩේ සතියක් කරයි. පස්සේ නවත්තයි. අන්තිමට ඉතින් අහිංසක මිනිස්සුන්ට වේනනේ අතරමැදියෝ නිසා වැඩිගානට විකුනන්නයි.,Opinion,ෙම් වැඩේ සතියක් කරයි පස්සේ නවත්තයි අන්තිමට ඉතින් අහිංසක මිනිස්සුන්ට වේනනේ අතරමැදියෝ නිසා වැඩිගානට විකුනන්නයි
311,311.0,මෙහෙම අරගෙන මොකද කරන්නේ? කොළඹට අඩුවට දෙනවද? නැත්නම් කුනුවෙන්න අරිනවද?,Opinion,මෙහෙම අරගෙන මොකද කරන්නේ කොලබට අඩුවට දෙනවද නැත්නම් කුනුවෙන්න අරිනවද
312,312.0,ඉතා වැදගත්,Opinion,ඉතා වැදගත්
313,313.0,රජය ලකුනු දාගන්න වැඩ නොකර ඉදිරියේදීවත් මෙවැනි දේවල් නොවීමට සුදුසු වැඩ පිලිවෙලක් සකස් කරන්න. අද රටේ මිනිසුන් කොතරමි අසීරුතාවයකින්ද ජීවත් වෙන්නේ.,Opinion,රජය ලකුනු දාගන්න වැඩ නොකර ඉදිරියේදීවත් මෙවැනි දේවල් නොවීමට සුදුසු වැඩ පිලිවෙලක් සකස් කරන්න අද රටේ මිනිසුන් කොතරමි අසීරුතාවයකින්ද ජීවත් වෙන්නේ
314,314.0,මේ මිනිස්සු මේ දේවල් වගා කරන්න කොයිතරම් ලොකු දුකක් විදින්න ඇත්ද? අවසානයේ අස්වැන්න දිහා බලාගෙන හූල්ලන්න වෙලා. කරපු වියදම කොයිතරම් අපරාදෙයක්ද. මේ රටට මේ දේවල වටිනාකමක් නැද්ද? ජනාධිපතිම මේ දේවල් වලට මැදිහත් වෙන්න අවශ්‍ය නම් ඇමතිලා මොකටද? අපේ රට මුල ඉදන්ම ප්‍රතිසංස්කරණය විය යුතුයි.,Opinion,මේ මිනිස්සු මේ දේවල් වගා කරන්න කොයිතරම් ලොකු දුකක් විදින්න ඇත්ද අවසානයේ අස්වැන්න දිහා බලාගෙන හූල්ලන්න වෙලා කරපු වියදම කොයිතරම් අපරාදෙයක්ද මේ රටට මේ දේවල වටිනාකමක් නැද්ද ජනාධිපතිම මේ දේවල් වලට මැදිහත් වෙන්න අවෂ්‍ය නම් ඇමතිලා මොකටද අපේ රට මුල ඉදන්ම ප්‍රතිසංස්කරනය විය යුතුයි
315,315.0,අපි වවමු. අපි වැනසෙමු.,Opinion,අපි වවමු අපි වැනසෙමු
316,316.0,දැන් ඉතින් බුදු බව පතලා ප්‍රතිචාර දායි,Opinion,දැන් ඉතින් බුදු බව පතලා ප්‍රතිචාර දායි
317,317.0,අනේ හොදයි,Opinion,අනේ හොදයි
318,318.0,කිලෝ ලක්ෂයක් විසිකෙරුවට පස්සේ විසදුම් හොයන්න ඇමති කෙනෙකුයි අමාත්‍යංශයකුයි අවශ්‍ය නැහැ.,Opinion,කිලෝ ලක්ෂයක් විසිකෙරුවට පස්සේ විසදුම් හොයන්න ඇමති කෙනෙකුයි අමාත්‍යංෂයකුයි අවෂ්‍ය නැහැ
319,319.0,මෙවන් දේ කියවන්න දකින්න ලැබීම මහ පිනක්.,Opinion,මෙවන් දේ කියවන්න දකින්න ලැබීම මහ පිනක්
320,320.0,මහා සත්කාරයකට දායකවෙන ඔබ සැමට ජය ශ්‍රී මහා බෝ සමිඳු පිහිටයි...!!!!!,Opinion,මහා සත්කාරයකට දායකවෙන ඔබ සැමට ජය ෂ්‍රී මහා බෝ සමිදු පිහිටයි
321,321.0,තම ජීවිත නොතකුවේය සිදුවිය හැකි අනතුරේ.. දිනපතාම වැඩ කෙරුවේ පා තබමින් පොලු අතරේ.. සතුටු සිතින් අප වෙනුවෙන් දහඩිය සෙලු සැම මිතුරේ.. ඔබේ ශ්‍රමය බැබලෙව්වා රන් වැලි සෑ අනුරපුරේ.,Opinion,තම ජීවිත නොතකුවේය සිදුවිය හැකි අනතුරේ දිනපතාම වැඩ කෙරුවේ පා තබමින් පොලු අතරේ සතුටු සිතින් අප වෙනුවෙන් දහඩිය සෙලු සැම මිතුරේ ඔබේ ෂ්‍රමය බැබලෙව්වා රන් වැලි සෑ අනුරපුරේ
322,322.0,අපිටත් දායකවෙන්න පුලුවන් නම් ... සාදු සාදු සාදු !,Opinion,අපිටත් දායකවෙන්න පුලුවන් නම්  සාදු සාදු සාදු 
323,323.0,විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ඨික දෙවිදේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත.,Opinion,විෂ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ටික දෙවිදේවතාවුන්ගේ බලයෙන්ද ඔබ සැම අරක්ෂා වී ඇත
324,324.0,සාධු...සාධු...සාධු...,Opinion,සාධුසාධුසාධු
325,325.0,මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්.,Opinion,මේ උතුම් පින්කමට සහබාගීවෙන්න ලැබීමත් ලොකු පින්කමක්
326,326.0,ඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි,Opinion,ඔබ සැමට ජය ෂ්‍රී මහ බෝ සමිදු පිහිටයි
327,327.0,ඔබ සැම සියලු දෙනාටම ඇති උතුම් ජය ශ්‍රී මහා බෝ සමිදු රැකවරණය ලැබේව තවට් මෙවන් උතුම් පින්කම් සිදු කීරීමට දධර්ය ශක්තිය ලැබේවා.,Opinion,ඔබ සැම සියලු දෙනාටම ඇති උතුම් ජය ෂ්‍රී මහා බෝ සමිදු රැකවරනය ලැබේව තවට් මෙවන් උතුම් පින්කම් සිදු කීරීමට දධර්ය ෂක්තිය ලැබේවා
328,328.0,මේඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි...උතුම් පින්කමට සහභාගීවෙන්න ලැබීමත් ලොකු පින්කමක්.,Opinion,මේඔබ සැමට ජය ෂ්‍රී මහ බෝ සමිදු පිහිටයිඋතුම් පින්කමට සහබාගීවෙන්න ලැබීමත් ලොකු පින්කමක්
329,329.0,වැදගත් ලිපියක්.,Opinion,වැදගත් ලිපියක්
330,330.0,උතුම් පුණ්‍යකර්මයට සහභාගි වූ සියලු දෙනාට සම්මා සම්බුදු සරණයි!,Opinion,උතුම් පුන්‍යකර්මයට සහබාගි වූ සියලු දෙනාට සම්මා සම්බුදු සරනයි
331,331.0,2011-මේ උතුම් පින්කමට සහභාගීවෙන්න ලැබීම ලොකු පින්කමක්.,Opinion,මේ උතුම් පින්කමට සහබාගීවෙන්න ලැබීම ලොකු පින්කමක්
332,332.0,හොඳ වැඩක් කරන්නේ‍. ඔබලා සියලු දෙනාටම බුදු සරණයි.,Opinion,හොද වැඩක් කරන්නේ‍ ඔබලා සියලු දෙනාටම බුදු සරනයි
333,333.0,ඉතා හොඳයි. ඔබට දෙවියන්ගේ ආශිර්වාදය !,Opinion,ඉතා හොදයි ඔබට දෙවියන්ගේ අෂිර්වාදය 
334,334.0,සාදු සාදු අනුමෝදම් .... මෙවනිපින්කම් බොහෝ වැදගත්.,Opinion,සාදු සාදු අනුමෝදම්  මෙවනිපින්කම් බොහෝ වැදගත්
335,335.0,සාදු සාදු අනුමෝදම්. මෙවැනි පින්කම් බොහෝ වැදගත්.,Opinion,සාදු සාදු අනුමෝදම් මෙවැනි පින්කම් බොහෝ වැදගත්
336,336.0,ලස්සනයි..,Opinion,ලස්සනයි
337,337.0,ඔබ සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි...,Opinion,ඔබ සැමට ජය ෂ්‍රී මහ බෝ සමිදු පිහිටයි
338,338.0,මේ ඉන්නෙත් ජාතික වීරයෝ පිරිසක් .,Opinion,මේ ඉන්නෙත් ජාතික වීරයෝ පිරිසක් 
339,339.0,විශ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ඨික දෙවි දේවතාවුන්ගේ බලයෙන්ද ඔබ සැම ආරක්ෂා වී ඇත. සැමට ජය ශ්‍රී මහ බෝ සමිදු පිහිටයි!,Opinion,විෂ්වයේ තිබෙන බුද්ධ රෂ්මි බලයෙන්ද සම්‍යක් දෘෂ්ටික දෙවි දේවතාවුන්ගේ බලයෙන්ද ඔබ සැම අරක්ෂා වී ඇත සැමට ජය ෂ්‍රී මහ බෝ සමිදු පිහිටයි
340,340.0,සියළු දෙවියෝ රකිත්වා මෙවන් වීරවරයන් !,Opinion,සියලු දෙවියෝ රකිත්වා මෙවන් වීරවරයන් 
341,341.0,සාධු...සාධු...සාධු.!,Opinion,සාධුසාධුසාධු
342,342.0,ඔබ සියලු දෙනාටම බෝසමිදු පිහිටයි! මටත් සහභාගි වන්න ඇත්නම්...,Opinion,ඔබ සියලු දෙනාටම බෝසමිදු පිහිටයි මටත් සහබාගි වන්න ඇත්නම්
343,343.0,මෙම ලිපිය ලියු මාධ්‍ය වේදීයාට කෘතඥ වෙමි. සුවහසක් මිනිසුන්ට බුද්ධාලම්භන ප්‍රිතිය ගෙන දීමට ස්වර්ණමාලි චෛත්‍ය රාජයාගේ හුණු පිළියම් කරන ශිල්පීන් සැමට තෙරුවන් සරණයි.,Opinion,මෙම ලිපිය ලියු මාධ්‍ය වේදීයාට කෘතඥ වෙමි සුවහසක් මිනිසුන්ට බුද්ධාලම්බන ප්‍රිතිය ගෙන දීමට ස්වර්නමාලි චෛත්‍ය රාජයාගේ හුනු පිලියම් කරන ෂිල්පීන් සැමට තෙරුවන් සරනයි
344,344.0,මේක ලොකු පිනක්..,Opinion,මේක ලොකු පිනක්
345,345.0,සාදු ! සාදු !,Opinion,සාදු  සාදු 
346,346.0,කමක් නැහැ. කමක් නැහැ. දැන් ගිණි ගණන් අඩුයිනේ ලංකාවෙ...,Opinion,කමක් නැහැ කමක් නැහැ දැන් ගිනි ගනන් අඩුයිනේ ලංකාවෙ
347,347.0,වාහන නම් නැතුවට කමක් නැහැ. බියගම ඉඳල කඩුවෙලට දුර කිලෝමීටර් දෙකක් වත් නැහැ. වාහනයකින් යන්න විනාඩි 45 ක්වත් යනවා. උදේට හරි හවසට හරි බත්තරමුල්ලට යන්න පැය දෙකක් යනවා. එතරම් වාහන පිරිලා.පාර දෙපැත්තේ ගෙවල් කඩ කඩා පළල් කරනවා වුණත් තවත් ඉඩ මදි.,Opinion,වාහන නම් නැතුවට කමක් නැහැ බියගම ඉදල කඩුවෙලට දුර කිලෝමීටර් දෙකක් වත් නැහැ වාහනයකින් යන්න විනාඩි  ක්වත් යනවා උදේට හරි හවසට හරි බත්තරමුල්ලට යන්න පැය දෙකක් යනවා එතරම් වාහන පිරිලාපාර දෙපැත්තේ ගෙවල් කඩ කඩා පලල් කරනවා වුනත් තවත් ඉඩ මදි
348,348.0,අවරුදු ගානක් පිටරට හිටියත් අපිටනම් වාහනයක් ගන්න බැහැ. හැමදාම ගණන් යනවා...,Opinion,අවරුදු ගානක් පිටරට හිටියත් අපිටනම් වාහනයක් ගන්න බැහැ හැමදාම ගනන් යනවා
349,349.0,මට පිස්සු වගෙයි වාහන වල ගණන් දැකලා.,Opinion,මට පිස්සු වගෙයි වාහන වල ගනන් දැකලා
350,350.0,පුංචි වාහනයක් තියා කරත්තයක්වත් හදාගන්න පුළුවන් වෙයිද දන්නේ නැහැ. මොකද පුංචි අපටම තමයි බදු සියල්ල. වි,Opinion,පුංචි වාහනයක් තියා කරත්තයක්වත් හදාගන්න පුලුවන් වෙයිද දන්නේ නැහැ මොකද පුංචි අපටම තමයි බදු සියල්ල වි
351,351.0,මරුටි නං ලංකාවට ගේනන්ත් එපා.,Opinion,මරුටි නං ලංකාවට ගේනන්ත් එපා
352,352.0,වාහන පර්මිට් එක දුන්නත් එකත් විකුනන් කනවා අපේ උදවිය.,Opinion,වාහන පර්මිට් එක දුන්නත් එකත් විකුනන් කනවා අපේ උදවිය
353,353.0,ඒ කියන්නේ රට දියුණු වෙලා,Opinion,එ කියන්නේ රට දියුනු වෙලා
354,354.0,කවුරුත් ආසයි කාර් එකක් ගන්න,Opinion,කවුරුත් අසයි කාර් එකක් ගන්න
355,355.0,මේක තමයි අද අපේ රටේ තත්ත්වය. අපි කතා කරන්නෙත් බයේ. ඒ තරමට අපි දුප්පත්.,Opinion,මේක තමයි අද අපේ රටේ තත්ත්වය අපි කතා කරන්නෙත් බයේ එ තරමට අපි දුප්පත්
356,356.0,පුංචි අපි පුංචි මොලේ පාවිච්චි කරලා ලොකු එවුන්ට චන්දෙ දෙනවා ඊට පස්සේ පත්වෙන ලොකු අය පුංචි අපිටම තලනවා.,Opinion,පුංචි අපි පුංචි මොලේ පාවිච්චි කරලා ලොකු එවුන්ට චන්දෙ දෙනවා ඉට පස්සේ පත්වෙන ලොකු අය පුංචි අපිටම තලනවා
357,357.0,අපි කතා කරන්නත් බයයි. ඒ තරමට අපි දුප්පත්.,Opinion,අපි කතා කරන්නත් බයයි එ තරමට අපි දුප්පත්
358,358.0,අපි හරිම දුප්පත්. අපටත් වාහනයක් ඇත්නම්?,Opinion,අපි හරිම දුප්පත් අපටත් වාහනයක් ඇත්නම්
359,359.0,මෙහෙම තමයි ලංකාව දියුණු වෙනකොට.,Opinion,මෙහෙම තමයි ලංකාව දියුනු වෙනකොට
360,360.0,පොඩි වාහනයක් දැක්කොත් වරදක් ඇතත් නැතත් පොලිසියෙන් නවත්වනවා. සුඛෝපභෝගී ලොකු වාහනයකින් ගියා නම් ණය වෙලා හරි නිදහසේ එලවාගෙන පිම්මේ යන්න පුළුවන්,Opinion,පොඩි වාහනයක් දැක්කොත් වරදක් ඇතත් නැතත් පොලිසියෙන් නවත්වනවා සුකෝපබෝගී ලොකු වාහනයකින් ගියා නම් නය වෙලා හරි නිදහසේ එලවාගෙන පිම්මේ යන්න පුලුවන්
361,361.0,විදේශ රටවල සේවය කරන ලංකාවට විදේශ විනිමය එවන පුද්ගලයන්ට එක වාහනයක් ගන්න බදු සහනයක් ලබා දෙන්න පුළුවන් නම් ගොඩක් හොදයි.,Opinion,විදේෂ රටවල සේවය කරන ලංකාවට විදේෂ විනිමය එවන පුද්ගලයන්ට එක වාහනයක් ගන්න බදු සහනයක් ලබා දෙන්න පුලුවන් නම් ගොඩක් හොදයි
362,362.0,මොනවා කරන්ඩද චින්දන කණ්ඩ දුන්නට මොලේ දෙන්ඩ බැනේ. ඔහේ මොනවා හරි කුරුටු ගල පිනට කාලා කොහෙන් හරි ඇහිද ගත්තු වචනයක් දෙකක් කියව කියවා උඩු බුරලනවා.,Opinion,මොනවා කරන්ඩද චින්දන කන්ඩ දුන්නට මොලේ දෙන්ඩ බැනේ ඔහේ මොනවා හරි කුරුටු ගල පිනට කාලා කොහෙන් හරි ඇහිද ගත්තු වචනයක් දෙකක් කියව කියවා උඩු බුරලනවා
363,363.0,ගාමිණී බලන්න ඔලුව පොඩ්ඩක් අතගාල. මේ නිකන් උල් දෙකක් පෑදීගෙන එනවද කියලා.,Opinion,ගාමිනී බලන්න ඔලුව පොඩ්ඩක් අතගාල මේ නිකන් උල් දෙකක් පෑදීගෙන එනවද කියලා
364,364.0,මහජනයාගේ ආරක්ෂාව පතා පළාතකවත් පොලිස් නිලධාරියෙක් හෝ ගිනි නිවන භටයෙක් පෙනෙන්නවත් නැහැ. ඒකට බටහිර රටවල් වල.,Opinion,මහජනයාගේ අරක්ෂාව පතා පලාතකවත් පොලිස් නිලධාරියෙක් හෝ ගිනි නිවන බටයෙක් පෙනෙන්නවත් නැහැ එකට බටහිර රටවල් වල
365,365.0,ගාමිණී ඔයා නම් පුදුම කෙනෙක්. මොලේ කොහෙද තියෙන්නේ.,Opinion,ගාමිනී ඔයා නම් පුදුම කෙනෙක් මොලේ කොහෙද තියෙන්නේ
366,366.0,ගාමිණි ගම කනවා .,Opinion,ගාමිනි ගම කනවා 
367,367.0,අහවල්ලුන්ගේ කොන්ත්‍රාත් කාරයෙක්ද කොහෙද වැඩේට අත ගහලා තියෙන්නේ?ආශ්චර්යය ආශ්චර්යය...,Opinion,අහවල්ලුන්ගේ කොන්ත්‍රාත් කාරයෙක්ද කොහෙද වැඩේට අත ගහලා තියෙන්නේඅෂ්චර්යය අෂ්චර්යය
368,368.0,ආසියාවේ ආශ්චර්යය තමයි ඉතින්.,Opinion,අසියාවේ අෂ්චර්යය තමයි ඉතින්
369,369.0,ලංකාව තුළට ආශ්චර්යය ළගා වේ.,Opinion,ලංකාව තුලට අෂ්චර්යය ලගා වේ
370,370.0,ඔය පහුගිය දවස්වල රට ඇතුලට ගෙන ආපු ප්‍රමිතියෙන් අඩු සිමෙන්ති යකඩ වල ප්‍රතිඵල තමයි. තව තව දේවල් ඉස්සරහට බලන්න පුළුවන් වෙයි.,Opinion,ඔය පහුගිය දවස්වල රට ඇතුලට ගෙන අපු ප්‍රමිතියෙන් අඩු සිමෙන්ති යකඩ වල ප්‍රතිපල තමයි තව තව දේවල් ඉස්සරහට බලන්න පුලුවන් වෙයි
